Date,Time,Duration,Region,Disruption_Type,Impact_Level,Infrastructure
2018-11-12,02:42,27,Oceania,Timing Error,Medium,GPS
2015-10-24,00:26,25,Asia,Accuracy Drop,Medium,GPS
2015-02-15,02:02,17,Oceania,Signal Loss,Medium,GPS
2015-05-30,18:41,55,Asia,Accuracy Drop,High,GPS
2023-12-02,03:34,17,Europe,Timing Error,Medium,GPS
2024-01-14,16:47,24,North America,Accuracy Drop,Medium,GPS
2022-09-12,02:40,9,North America,Accuracy Drop,Low,GPS
2022-01-17,08:43,30,Oceania,Timing Error,Medium,GPS
2019-06-16,06:21,29,Europe,Timing Error,Medium,GPS
2023-11-11,14:17,31,North America,Signal Loss,High,GPS
2015-10-07,09:51,58,Oceania,Signal Loss,High,GPS
2024-03-13,03:54,34,Oceania,Accuracy Drop,High,GPS
2019-10-16,03:23,32,Europe,Timing Error,High,GPS
2022-10-31,06:22,16,North America,Accuracy Drop,Medium,GPS
2023-03-03,13:12,36,North America,Timing Error,High,GPS
2019-10-31,06:17,18,North America,Accuracy Drop,Medium,GPS
2017-02-16,05:39,42,North America,Accuracy Drop,High,GPS
2020-07-04,11:25,32,Oceania,Accuracy Drop,High,GPS
2022-05-28,17:19,43,Oceania,Timing Error,High,GPS
2022-05-13,16:18,42,Oceania,Accuracy Drop,High,GPS
2018-05-16,21:40,2,Oceania,Timing Error,Low,GPS
2024-12-14,16:57,4,Oceania,Timing Error,Low,GPS
2017-03-08,10:49,23,North America,Timing Error,Medium,GPS
2021-02-02,23:41,35,Oceania,Accuracy Drop,High,GPS
2024-12-25,06:34,15,Asia,Signal Loss,Medium,GPS
2018-12-28,19:50,29,Oceania,Timing Error,Medium,GPS
2018-01-25,21:17,23,Oceania,Accuracy Drop,Medium,GPS
2019-03-24,13:16,6,North America,Signal Loss,Low,GPS
2015-10-06,06:47,33,North America,Timing Error,High,GPS
2024-04-25,16:11,18,Europe,Accuracy Drop,Medium,GPS
2021-11-21,08:54,19,North America,Timing Error,Medium,GPS
2020-09-10,19:52,26,Oceania,Accuracy Drop,Medium,GPS
2022-06-06,04:44,33,North America,Timing Error,High,GPS
2024-07-08,15:36,29,Oceania,Accuracy Drop,Medium,GPS
2020-12-15,15:36,5,North America,Signal Loss,Low,GPS
2019-02-08,09:33,14,Europe,Signal Loss,Medium,GPS
2018-05-17,07:02,8,North America,Signal Loss,Low,GPS
2016-02-15,10:00,10,Oceania,Signal Loss,Low,GPS
2017-11-08,18:58,41,Europe,Timing Error,High,GPS
2019-07-20,23:57,13,Europe,Signal Loss,Medium,GPS
2022-06-12,22:15,28,Asia,Signal Loss,Medium,GPS
2022-05-27,03:27,18,Asia,Timing Error,Medium,GPS
2015-02-19,00:39,29,Europe,Accuracy Drop,Medium,GPS
2017-01-09,14:06,4,Oceania,Timing Error,Low,GPS
2017-03-20,06:46,5,North America,Accuracy Drop,Low,GPS
2019-11-16,05:48,43,Asia,Signal Loss,High,GPS
2022-09-30,00:02,32,North America,Timing Error,High,GPS
2018-06-01,00:40,22,North America,Signal Loss,Medium,GPS
2024-08-11,22:07,19,Oceania,Timing Error,Medium,GPS
2017-12-07,13:55,53,Europe,Accuracy Drop,High,GPS
2015-03-24,15:23,39,Oceania,Accuracy Drop,High,GPS
2015-05-31,21:19,31,Oceania,Accuracy Drop,High,GPS
2015-07-02,17:48,20,North America,Signal Loss,Medium,GPS
2016-08-01,20:44,26,Oceania,Accuracy Drop,Medium,GPS
2021-01-11,19:31,37,Asia,Signal Loss,High,GPS
2018-05-18,03:32,31,Europe,Signal Loss,High,GPS
2019-11-28,16:22,39,Asia,Timing Error,High,GPS
2020-11-23,16:56,19,Europe,Timing Error,Medium,GPS
2019-05-29,01:28,22,North America,Accuracy Drop,Medium,GPS
2023-06-14,20:09,2,Europe,Timing Error,Low,GPS
2015-01-06,15:52,7,Asia,Timing Error,Low,GPS
2020-04-05,01:17,51,Oceania,Signal Loss,High,GPS
2023-06-12,04:24,19,Oceania,Signal Loss,Medium,GPS
2020-10-04,19:10,49,Oceania,Accuracy Drop,High,GPS
2022-07-28,00:36,7,Asia,Accuracy Drop,Low,GPS
2021-09-05,12:12,17,North America,Accuracy Drop,Medium,GPS
2016-03-21,00:34,13,North America,Signal Loss,Medium,GPS
2024-02-26,12:28,41,North America,Signal Loss,High,GPS
2020-08-23,13:31,38,Oceania,Accuracy Drop,High,GPS
2020-12-27,06:42,56,Oceania,Timing Error,High,GPS
2023-01-18,12:08,3,Asia,Accuracy Drop,Low,GPS
2019-05-23,16:58,49,Oceania,Signal Loss,High,GPS
2018-07-30,23:26,27,Asia,Signal Loss,Medium,GPS
2021-11-18,12:17,44,Europe,Accuracy Drop,High,GPS
2024-09-19,05:49,54,Asia,Accuracy Drop,High,GPS
2024-09-06,00:15,47,Oceania,Timing Error,High,GPS
2024-09-26,00:41,56,Oceania,Accuracy Drop,High,GPS
2018-11-03,07:17,24,North America,Timing Error,Medium,GPS
2017-05-04,20:18,49,Europe,Accuracy Drop,High,GPS
2016-11-13,20:44,46,North America,Signal Loss,High,GPS
2019-09-20,04:15,34,Asia,Signal Loss,High,GPS
2022-10-15,11:55,23,Asia,Signal Loss,Medium,GPS
2020-09-04,02:50,51,Oceania,Signal Loss,High,GPS
2016-08-24,01:57,38,North America,Accuracy Drop,High,GPS
2019-05-05,22:45,33,Asia,Signal Loss,High,GPS
2020-10-09,09:30,34,Europe,Accuracy Drop,High,GPS
2019-04-16,09:31,20,North America,Timing Error,Medium,GPS
2022-03-17,15:43,17,North America,Signal Loss,Medium,GPS
2015-08-30,17:42,53,Asia,Timing Error,High,GPS
2017-08-13,20:19,34,Europe,Timing Error,High,GPS
2021-08-26,23:36,58,Europe,Accuracy Drop,High,GPS
2017-12-28,05:27,7,Oceania,Timing Error,Low,GPS
2019-06-22,06:22,54,Europe,Accuracy Drop,High,GPS
2022-12-24,09:55,5,Europe,Accuracy Drop,Low,GPS
2023-03-22,22:11,24,Asia,Timing Error,Medium,GPS
2015-06-18,12:16,20,Europe,Signal Loss,Medium,GPS
2017-05-21,05:12,8,Oceania,Signal Loss,Low,GPS
2017-09-02,19:25,59,Europe,Timing Error,High,GPS
2019-06-15,21:28,11,Europe,Signal Loss,Medium,GPS
2019-09-03,22:31,17,Asia,Timing Error,Medium,GPS
2020-10-10,00:48,48,Oceania,Timing Error,High,GPS
2015-05-13,23:41,23,North America,Timing Error,Medium,GPS
2022-05-08,23:51,6,Asia,Timing Error,Low,GPS
2016-08-30,09:49,29,Europe,Signal Loss,Medium,GPS
2021-05-21,09:02,17,Asia,Signal Loss,Medium,GPS
2019-08-11,20:23,14,Asia,Timing Error,Medium,GPS
2024-11-29,08:33,33,Asia,Timing Error,High,GPS
2016-12-17,11:04,47,Europe,Signal Loss,High,GPS
2019-08-25,04:44,3,North America,Timing Error,Low,GPS
2023-08-26,02:49,22,Oceania,Signal Loss,Medium,GPS
2017-06-13,17:02,43,Oceania,Accuracy Drop,High,GPS
2022-04-29,14:32,16,Oceania,Timing Error,Medium,GPS
2016-10-01,16:09,4,North America,Signal Loss,Low,GPS
2019-09-16,09:17,1,North America,Signal Loss,Low,GPS
2021-10-24,17:39,44,North America,Timing Error,High,GPS
2024-11-23,15:11,4,Oceania,Signal Loss,Low,GPS
2019-02-05,23:58,15,North America,Signal Loss,Medium,GPS
2024-06-09,21:45,27,North America,Signal Loss,Medium,GPS
2018-08-07,13:47,48,Asia,Signal Loss,High,GPS
2021-05-17,02:59,42,Europe,Accuracy Drop,High,GPS
2017-01-30,06:48,38,North America,Timing Error,High,GPS
2020-10-01,13:52,23,Asia,Signal Loss,Medium,GPS
2020-09-20,21:18,10,Asia,Timing Error,Low,GPS
2016-03-23,11:23,57,Oceania,Signal Loss,High,GPS
2015-02-15,05:09,30,North America,Timing Error,Medium,GPS
2016-02-12,10:05,4,Oceania,Accuracy Drop,Low,GPS
2023-01-08,12:40,49,Oceania,Accuracy Drop,High,GPS
2023-06-29,02:39,38,Europe,Timing Error,High,GPS
2016-12-03,10:12,32,Asia,Accuracy Drop,High,GPS
2024-08-08,03:58,27,Asia,Accuracy Drop,Medium,GPS
2016-06-06,23:50,25,Europe,Signal Loss,Medium,GPS
2017-09-23,18:31,35,Asia,Accuracy Drop,High,GPS
2019-02-19,22:06,11,Europe,Signal Loss,Medium,GPS
2017-02-21,01:01,49,North America,Signal Loss,High,GPS
2021-07-07,18:00,29,Oceania,Signal Loss,Medium,GPS
2015-01-04,22:09,36,Europe,Signal Loss,High,GPS
2021-10-18,22:59,25,North America,Signal Loss,Medium,GPS
2017-02-26,13:49,41,Europe,Accuracy Drop,High,GPS
2018-08-30,06:33,52,Europe,Timing Error,High,GPS
2018-06-05,23:32,25,North America,Accuracy Drop,Medium,GPS
2015-01-19,18:18,51,Asia,Timing Error,High,GPS
2023-06-11,11:52,29,Asia,Timing Error,Medium,GPS
2016-01-09,03:59,30,Oceania,Signal Loss,Medium,GPS
2024-04-12,18:56,7,Europe,Timing Error,Low,GPS
2020-07-16,16:42,39,Oceania,Timing Error,High,GPS
2024-05-24,17:34,55,Europe,Timing Error,High,GPS
2022-03-03,09:51,40,Oceania,Timing Error,High,GPS
2016-06-04,01:41,34,Oceania,Timing Error,High,GPS
2022-03-07,10:46,8,North America,Accuracy Drop,Low,GPS
2018-01-25,20:52,52,Europe,Timing Error,High,GPS
2024-01-16,08:44,36,Europe,Signal Loss,High,GPS
2016-07-13,18:26,8,Asia,Accuracy Drop,Low,GPS
2015-04-02,22:06,2,Europe,Timing Error,Low,GPS
2021-05-16,15:00,38,North America,Timing Error,High,GPS
2019-11-16,03:59,38,Europe,Timing Error,High,GPS
2016-02-08,08:11,31,Europe,Signal Loss,High,GPS
2021-10-21,02:57,4,North America,Accuracy Drop,Low,GPS
2020-02-21,18:31,43,North America,Accuracy Drop,High,GPS
2023-05-01,06:33,8,Oceania,Signal Loss,Low,GPS
2017-02-09,13:02,25,Asia,Accuracy Drop,Medium,GPS
2023-07-07,20:06,7,Asia,Timing Error,Low,GPS
2015-08-26,07:01,8,Asia,Signal Loss,Low,GPS
2023-11-06,03:06,49,Europe,Timing Error,High,GPS
2015-08-20,11:03,33,Asia,Accuracy Drop,High,GPS
2019-05-12,05:20,40,Oceania,Accuracy Drop,High,GPS
2020-08-21,10:51,11,North America,Accuracy Drop,Medium,GPS
2016-06-03,19:59,17,Europe,Timing Error,Medium,GPS
2019-01-31,16:54,54,North America,Timing Error,High,GPS
2021-11-16,10:59,6,North America,Accuracy Drop,Low,GPS
2020-10-29,00:30,28,Asia,Signal Loss,Medium,GPS
2018-06-26,21:18,27,North America,Signal Loss,Medium,GPS
2020-08-12,01:38,32,Oceania,Timing Error,High,GPS
2015-08-22,21:53,34,Oceania,Signal Loss,High,GPS
2018-10-20,20:35,27,Asia,Signal Loss,Medium,GPS
2017-03-17,09:15,35,North America,Timing Error,High,GPS
2022-08-21,12:52,55,Asia,Timing Error,High,GPS
2022-05-11,02:08,42,Europe,Signal Loss,High,GPS
2022-08-07,11:46,20,North America,Signal Loss,Medium,GPS
2021-04-26,06:42,57,Europe,Timing Error,High,GPS
2022-12-24,15:11,40,Europe,Timing Error,High,GPS
2015-04-21,06:04,53,Asia,Accuracy Drop,High,GPS
2021-01-11,10:51,31,North America,Signal Loss,High,GPS
2017-04-14,13:34,57,Europe,Accuracy Drop,High,GPS
2024-07-26,01:34,26,Europe,Signal Loss,Medium,GPS
2017-05-13,18:30,44,Asia,Signal Loss,High,GPS
2020-02-10,07:36,50,Asia,Signal Loss,High,GPS
2016-10-17,20:21,33,North America,Signal Loss,High,GPS
2023-05-29,05:51,37,North America,Accuracy Drop,High,GPS
2024-04-15,03:44,39,North America,Timing Error,High,GPS
2016-04-28,20:47,33,North America,Accuracy Drop,High,GPS
2022-07-11,01:55,3,Asia,Signal Loss,Low,GPS
2018-12-10,08:30,4,Europe,Timing Error,Low,GPS
2015-02-10,21:19,6,North America,Signal Loss,Low,GPS
2024-08-15,18:48,23,Asia,Signal Loss,Medium,GPS
2022-05-23,04:09,24,Oceania,Timing Error,Medium,GPS
2016-06-04,15:16,20,Asia,Signal Loss,Medium,GPS
2020-01-16,02:35,55,Oceania,Accuracy Drop,High,GPS
2023-03-07,16:07,41,Europe,Signal Loss,High,GPS
2018-04-04,11:19,36,North America,Timing Error,High,GPS
2016-05-23,23:02,9,Oceania,Timing Error,Low,GPS
2023-08-12,21:03,9,Europe,Accuracy Drop,Low,GPS
2019-12-11,20:14,11,Europe,Accuracy Drop,Medium,GPS
2016-09-20,04:28,21,Oceania,Accuracy Drop,Medium,GPS
2021-12-05,18:01,42,Europe,Timing Error,High,GPS
2022-06-07,05:24,55,Europe,Signal Loss,High,GPS
2018-01-24,13:45,6,Oceania,Signal Loss,Low,GPS
2019-11-14,13:37,53,North America,Timing Error,High,GPS
2024-01-17,07:40,26,North America,Signal Loss,Medium,GPS
2019-03-30,06:07,28,North America,Accuracy Drop,Medium,GPS
2019-03-06,00:51,26,Europe,Accuracy Drop,Medium,GPS
2019-04-24,16:15,48,Europe,Signal Loss,High,GPS
2018-02-06,08:16,36,Oceania,Accuracy Drop,High,GPS
2023-03-09,05:23,40,Asia,Signal Loss,High,GPS
2015-06-25,00:03,17,Oceania,Timing Error,Medium,GPS
2021-11-07,01:51,55,North America,Timing Error,High,GPS
2020-03-19,20:10,55,North America,Accuracy Drop,High,GPS
2022-09-23,04:03,12,Oceania,Timing Error,Medium,GPS
2019-05-17,02:09,13,Europe,Accuracy Drop,Medium,GPS
2021-08-24,16:43,39,Oceania,Signal Loss,High,GPS
2017-06-29,05:29,19,Europe,Signal Loss,Medium,GPS
2022-08-28,18:10,26,Oceania,Timing Error,Medium,GPS
2020-02-12,19:44,31,North America,Timing Error,High,GPS
2020-01-14,16:13,48,North America,Timing Error,High,GPS
2017-11-18,23:03,15,North America,Signal Loss,Medium,GPS
2023-03-23,15:38,29,Europe,Timing Error,Medium,GPS
2015-11-17,05:53,16,Asia,Signal Loss,Medium,GPS
2015-06-22,17:34,51,Oceania,Timing Error,High,GPS
2016-12-31,16:04,33,Oceania,Accuracy Drop,High,GPS
2023-01-13,11:08,3,North America,Timing Error,Low,GPS
2021-11-23,02:04,22,Europe,Timing Error,Medium,GPS
2020-02-07,05:24,24,Oceania,Accuracy Drop,Medium,GPS
2021-02-24,05:01,12,Europe,Signal Loss,Medium,GPS
2022-10-27,18:19,19,Oceania,Accuracy Drop,Medium,GPS
2016-11-16,06:42,59,Europe,Timing Error,High,GPS
2021-09-21,14:58,7,North America,Timing Error,Low,GPS
2024-02-26,05:42,50,North America,Accuracy Drop,High,GPS
2018-03-28,12:53,45,North America,Timing Error,High,GPS
2015-10-15,17:03,25,North America,Timing Error,Medium,GPS
2018-06-03,11:43,48,Asia,Signal Loss,High,GPS
2018-04-28,17:31,15,Europe,Timing Error,Medium,GPS
2017-08-02,15:32,13,North America,Accuracy Drop,Medium,GPS
2022-12-31,05:39,45,North America,Timing Error,High,GPS
2021-10-25,18:56,58,North America,Signal Loss,High,GPS
2019-09-10,15:41,25,Europe,Accuracy Drop,Medium,GPS
2018-04-27,19:07,27,North America,Signal Loss,Medium,GPS
2015-01-30,23:07,50,Europe,Accuracy Drop,High,GPS
2022-03-29,06:56,11,Oceania,Signal Loss,Medium,GPS
2016-08-10,13:28,20,Asia,Timing Error,Medium,GPS
2018-04-17,20:53,36,Oceania,Signal Loss,High,GPS
2021-06-19,13:57,21,Oceania,Accuracy Drop,Medium,GPS
2022-12-21,15:08,27,Asia,Timing Error,Medium,GPS
2016-08-13,14:05,33,Europe,Timing Error,High,GPS
2017-02-18,07:15,21,Asia,Timing Error,Medium,GPS
2017-08-11,13:36,3,North America,Signal Loss,Low,GPS
2024-09-14,17:56,36,Oceania,Signal Loss,High,GPS
2016-06-19,08:24,47,Asia,Signal Loss,High,GPS
2024-07-30,06:31,42,Oceania,Accuracy Drop,High,GPS
2021-07-11,01:51,42,North America,Signal Loss,High,GPS
2017-09-08,02:37,3,North America,Signal Loss,Low,GPS
2015-06-03,19:47,43,Oceania,Accuracy Drop,High,GPS
2015-05-12,09:36,9,Europe,Timing Error,Low,GPS
2018-04-08,10:44,36,Asia,Accuracy Drop,High,GPS
2017-05-12,08:17,34,Oceania,Timing Error,High,GPS
2016-09-05,19:08,7,Europe,Signal Loss,Low,GPS
2019-11-30,05:47,4,Asia,Accuracy Drop,Low,GPS
2024-11-13,19:46,13,Europe,Signal Loss,Medium,GPS
2017-02-02,08:04,5,Oceania,Accuracy Drop,Low,GPS
2020-10-12,17:32,59,Asia,Signal Loss,High,GPS
2019-06-22,20:40,33,Oceania,Signal Loss,High,GPS
2016-08-12,12:03,46,North America,Timing Error,High,GPS
2016-07-08,21:04,44,Europe,Signal Loss,High,GPS
2021-12-27,07:50,4,Oceania,Signal Loss,Low,GPS
2024-10-13,07:54,31,Europe,Timing Error,High,GPS
2019-08-09,15:42,39,Europe,Accuracy Drop,High,GPS
2018-01-03,14:34,46,Europe,Accuracy Drop,High,GPS
2024-03-29,04:19,54,Europe,Signal Loss,High,GPS
2022-10-22,08:20,26,North America,Timing Error,Medium,GPS
2017-02-03,13:20,8,Asia,Timing Error,Low,GPS
2022-01-03,18:33,1,North America,Signal Loss,Low,GPS
2015-09-27,19:48,14,Asia,Signal Loss,Medium,GPS
2017-10-28,19:27,33,Europe,Timing Error,High,GPS
2023-02-17,06:23,52,Oceania,Signal Loss,High,GPS
2016-03-18,05:07,54,Asia,Timing Error,High,GPS
2019-02-09,15:19,13,Asia,Timing Error,Medium,GPS
2017-12-23,13:37,14,North America,Accuracy Drop,Medium,GPS
2022-05-23,08:57,8,Oceania,Accuracy Drop,Low,GPS
2018-10-27,03:37,32,Asia,Accuracy Drop,High,GPS
2022-08-28,08:26,37,Oceania,Accuracy Drop,High,GPS
2015-12-30,09:22,7,Asia,Timing Error,Low,GPS
2023-08-22,21:48,33,Oceania,Timing Error,High,GPS
2022-10-05,13:12,35,North America,Accuracy Drop,High,GPS
2016-10-05,21:30,2,Europe,Signal Loss,Low,GPS
2019-04-02,20:41,28,North America,Timing Error,Medium,GPS
2018-04-05,00:36,23,Oceania,Timing Error,Medium,GPS
2016-04-05,21:23,42,Oceania,Signal Loss,High,GPS
2020-12-27,23:13,51,Asia,Accuracy Drop,High,GPS
2023-10-05,00:40,49,Asia,Signal Loss,High,GPS
2022-11-01,21:10,30,Asia,Timing Error,Medium,GPS
2017-06-04,10:34,56,Oceania,Timing Error,High,GPS
2023-07-06,16:52,41,North America,Timing Error,High,GPS
2022-07-19,21:12,14,Oceania,Timing Error,Medium,GPS
2021-09-28,17:28,40,North America,Signal Loss,High,GPS
2022-07-20,22:04,21,Oceania,Signal Loss,Medium,GPS
2020-06-08,12:59,6,Europe,Accuracy Drop,Low,GPS
2023-02-07,10:24,27,North America,Timing Error,Medium,GPS
2015-08-01,06:33,48,Asia,Timing Error,High,GPS
2024-08-05,07:04,39,Asia,Timing Error,High,GPS
2023-03-09,06:50,51,Asia,Timing Error,High,GPS
2022-12-24,06:46,39,Oceania,Accuracy Drop,High,GPS
2020-05-06,16:23,29,North America,Timing Error,Medium,GPS
2022-01-22,12:28,42,Asia,Timing Error,High,GPS
2021-06-24,20:04,28,Asia,Timing Error,Medium,GPS
2018-01-31,19:57,9,North America,Timing Error,Low,GPS
2018-08-23,18:08,52,Oceania,Timing Error,High,GPS
2022-03-28,18:53,48,Europe,Accuracy Drop,High,GPS
2020-04-21,15:02,12,Oceania,Signal Loss,Medium,GPS
2016-08-12,02:15,1,Europe,Signal Loss,Low,GPS
2021-08-11,05:53,41,North America,Accuracy Drop,High,GPS
2018-07-15,08:43,46,Asia,Accuracy Drop,High,GPS
2015-06-14,00:14,3,North America,Accuracy Drop,Low,GPS
2018-11-14,16:44,42,Europe,Timing Error,High,GPS
2019-09-03,06:10,31,North America,Accuracy Drop,High,GPS
2015-04-30,17:51,36,Oceania,Timing Error,High,GPS
2020-12-01,06:47,20,North America,Accuracy Drop,Medium,GPS
2019-03-10,01:32,48,Asia,Timing Error,High,GPS
2015-03-16,14:05,53,Asia,Signal Loss,High,GPS
2021-09-23,04:41,57,Europe,Accuracy Drop,High,GPS
2017-06-08,10:07,12,Asia,Signal Loss,Medium,GPS
2020-05-06,09:09,15,Asia,Signal Loss,Medium,GPS
2017-12-08,23:32,5,Europe,Timing Error,Low,GPS
2018-06-06,03:39,49,Europe,Signal Loss,High,GPS
2024-02-14,10:05,32,Europe,Timing Error,High,GPS
2017-12-08,04:38,56,Europe,Accuracy Drop,High,GPS
2015-07-10,13:11,28,Europe,Timing Error,Medium,GPS
2016-03-02,23:51,40,North America,Accuracy Drop,High,GPS
2018-04-26,17:05,53,Europe,Timing Error,High,GPS
2018-04-04,19:08,58,Asia,Accuracy Drop,High,GPS
2021-11-18,02:57,26,North America,Signal Loss,Medium,GPS
2020-10-08,09:38,6,Asia,Accuracy Drop,Low,GPS
2024-04-01,17:13,16,Asia,Timing Error,Medium,GPS
2019-12-07,21:55,20,North America,Accuracy Drop,Medium,GPS
2016-01-04,07:43,36,Europe,Signal Loss,High,GPS
2022-03-17,15:01,4,Oceania,Signal Loss,Low,GPS
2015-08-27,15:58,34,Oceania,Signal Loss,High,GPS
2021-02-10,05:09,35,Europe,Accuracy Drop,High,GPS
2020-08-05,12:55,34,Asia,Timing Error,High,GPS
2023-08-02,01:31,27,North America,Accuracy Drop,Medium,GPS
2022-09-20,07:33,22,Asia,Accuracy Drop,Medium,GPS
2023-09-26,19:49,27,Asia,Signal Loss,Medium,GPS
2022-04-30,20:49,59,North America,Signal Loss,High,GPS
2024-08-06,05:02,22,North America,Accuracy Drop,Medium,GPS
2015-02-16,01:25,4,North America,Accuracy Drop,Low,GPS
2022-01-30,18:56,14,Oceania,Signal Loss,Medium,GPS
2021-06-28,16:59,56,Europe,Timing Error,High,GPS
2020-05-08,07:26,52,Oceania,Accuracy Drop,High,GPS
2017-03-05,20:40,34,Europe,Accuracy Drop,High,GPS
2019-12-05,10:03,39,North America,Accuracy Drop,High,GPS
2024-03-14,05:31,42,Oceania,Signal Loss,High,GPS
2017-04-27,18:40,26,Oceania,Signal Loss,Medium,GPS
2018-06-19,04:31,24,North America,Timing Error,Medium,GPS
2018-10-05,01:56,20,Europe,Timing Error,Medium,GPS
2017-09-16,21:50,58,Asia,Signal Loss,High,GPS
2016-10-15,16:21,2,Oceania,Accuracy Drop,Low,GPS
2018-03-16,13:57,12,Oceania,Accuracy Drop,Medium,GPS
2018-02-19,09:21,47,Oceania,Accuracy Drop,High,GPS
2016-12-20,14:05,21,Europe,Accuracy Drop,Medium,GPS
2024-11-03,11:37,40,Asia,Accuracy Drop,High,GPS
2015-03-17,09:52,45,Oceania,Accuracy Drop,High,GPS
2016-07-02,08:44,19,Oceania,Signal Loss,Medium,GPS
2021-12-13,21:07,45,North America,Timing Error,High,GPS
2022-04-17,13:59,49,Oceania,Timing Error,High,GPS
2019-05-02,02:48,35,North America,Signal Loss,High,GPS
2017-04-05,18:33,9,Oceania,Accuracy Drop,Low,GPS
2019-07-06,17:55,34,Asia,Signal Loss,High,GPS
2022-01-16,06:44,6,Asia,Timing Error,Low,GPS
2023-10-07,11:00,29,Asia,Signal Loss,Medium,GPS
2024-03-21,00:15,32,Asia,Timing Error,High,GPS
2021-09-26,13:34,8,Europe,Signal Loss,Low,GPS
2018-07-08,03:08,52,Asia,Accuracy Drop,High,GPS
2023-12-05,15:28,12,Asia,Accuracy Drop,Medium,GPS
2017-03-25,06:14,50,Asia,Accuracy Drop,High,GPS
2016-03-04,12:00,3,Europe,Accuracy Drop,Low,GPS
2018-06-03,20:02,1,Europe,Timing Error,Low,GPS
2022-10-21,10:48,45,Oceania,Accuracy Drop,High,GPS
2023-04-23,09:39,32,Europe,Timing Error,High,GPS
2016-02-02,19:19,13,Europe,Accuracy Drop,Medium,GPS
2021-07-31,07:43,55,Europe,Signal Loss,High,GPS
2015-11-19,05:39,45,Asia,Signal Loss,High,GPS
2023-01-01,20:21,8,Oceania,Signal Loss,Low,GPS
2022-02-11,10:51,29,Oceania,Accuracy Drop,Medium,GPS
2018-07-12,23:29,12,Asia,Signal Loss,Medium,GPS
2020-04-21,22:34,11,Europe,Timing Error,Medium,GPS
2021-04-21,20:25,6,Europe,Accuracy Drop,Low,GPS
2019-04-14,03:22,36,Europe,Timing Error,High,GPS
2018-05-26,08:31,42,North America,Timing Error,High,GPS
2018-08-11,12:18,57,Europe,Accuracy Drop,High,GPS
2020-03-21,14:58,47,Asia,Signal Loss,High,GPS
2016-01-27,16:10,4,Oceania,Signal Loss,Low,GPS
2019-02-21,14:33,32,Europe,Accuracy Drop,High,GPS
2017-05-29,07:35,14,Oceania,Timing Error,Medium,GPS
2020-05-27,16:48,20,Oceania,Accuracy Drop,Medium,GPS
2024-05-11,09:52,20,Asia,Signal Loss,Medium,GPS
2021-05-19,04:37,26,Oceania,Accuracy Drop,Medium,GPS
2024-05-30,10:01,15,Asia,Accuracy Drop,Medium,GPS
2020-04-28,17:20,26,Asia,Signal Loss,Medium,GPS
2016-07-11,17:29,21,Oceania,Timing Error,Medium,GPS
2016-03-10,14:12,26,Asia,Signal Loss,Medium,GPS
2016-08-31,12:30,44,North America,Timing Error,High,GPS
2022-07-17,09:48,21,North America,Signal Loss,Medium,GPS
2015-04-27,04:52,47,North America,Signal Loss,High,GPS
2018-09-16,10:29,5,Asia,Accuracy Drop,Low,GPS
2022-01-21,16:04,14,North America,Timing Error,Medium,GPS
2024-03-31,06:02,19,North America,Signal Loss,Medium,GPS
2018-11-20,02:31,17,Europe,Accuracy Drop,Medium,GPS
2017-09-18,09:55,55,Oceania,Accuracy Drop,High,GPS
2015-09-13,12:49,48,Asia,Accuracy Drop,High,GPS
2021-08-26,05:22,4,Asia,Signal Loss,Low,GPS
2024-12-06,06:50,52,North America,Timing Error,High,GPS
2022-12-17,15:20,36,Europe,Timing Error,High,GPS
2024-06-20,23:57,8,Oceania,Timing Error,Low,GPS
2021-01-30,19:29,45,Oceania,Timing Error,High,GPS
2018-11-05,01:40,8,Oceania,Timing Error,Low,GPS
2016-03-17,19:31,46,North America,Timing Error,High,GPS
2019-12-30,11:03,52,North America,Accuracy Drop,High,GPS
2020-01-29,01:59,24,Asia,Timing Error,Medium,GPS
2015-05-09,08:00,58,Europe,Accuracy Drop,High,GPS
2022-10-14,13:09,6,Europe,Signal Loss,Low,GPS
2020-11-13,09:27,48,Asia,Timing Error,High,GPS
2015-06-14,21:45,52,Oceania,Accuracy Drop,High,GPS
2018-05-24,07:34,13,Oceania,Timing Error,Medium,GPS
2020-11-17,17:59,43,Oceania,Signal Loss,High,GPS
2020-10-16,14:15,37,Oceania,Accuracy Drop,High,GPS
2021-06-12,18:52,19,Oceania,Accuracy Drop,Medium,GPS
2018-12-19,13:27,10,North America,Accuracy Drop,Low,GPS
2018-10-25,18:27,44,Asia,Signal Loss,High,GPS
2020-11-12,16:01,53,North America,Accuracy Drop,High,GPS
2015-11-14,21:40,3,Oceania,Timing Error,Low,GPS
2019-04-03,16:12,2,Oceania,Signal Loss,Low,GPS
2023-05-04,11:08,13,Oceania,Accuracy Drop,Medium,GPS
2020-03-19,14:59,30,Oceania,Signal Loss,Medium,GPS
2022-09-29,06:11,14,North America,Accuracy Drop,Medium,GPS
2023-07-31,21:18,9,Europe,Accuracy Drop,Low,GPS
2020-07-16,19:18,45,Oceania,Accuracy Drop,High,GPS
2017-12-23,19:38,41,North America,Accuracy Drop,High,GPS
2017-01-06,06:49,56,North America,Signal Loss,High,GPS
2019-09-05,16:49,12,North America,Accuracy Drop,Medium,GPS
2022-01-27,12:40,23,Europe,Timing Error,Medium,GPS
