Hour,Month,DayOfWeek,Infrastructure,Speed,Direction,Width,Impact_Level
7,1,2,Solar Flare,845.0,Unknown,181.0,Medium
5,12,1,Solar Flare,845.0,Unknown,181.0,Medium
5,6,3,Solar Flare,845.0,Unknown,181.0,Low
13,2,4,Solar Flare,845.0,Unknown,181.0,Low
15,9,2,Solar Flare,845.0,Unknown,181.0,High
18,3,2,Solar Flare,845.0,Unknown,181.0,Medium
4,4,0,Solar Flare,845.0,Unknown,181.0,High
6,1,1,Solar Flare,845.0,Unknown,181.0,Medium
12,5,0,Solar Flare,845.0,Unknown,181.0,High
7,12,3,Solar Flare,845.0,Unknown,181.0,Low
12,10,0,Solar Flare,845.0,Unknown,181.0,Medium
14,10,5,Solar Flare,845.0,Unknown,181.0,Low
20,10,2,Solar Flare,845.0,Unknown,181.0,Low
5,8,2,Solar Flare,845.0,Unknown,181.0,Low
12,6,6,Solar Flare,845.0,Unknown,181.0,High
17,6,2,Solar Flare,845.0,Unknown,181.0,Low
5,8,3,Solar Flare,845.0,Unknown,181.0,Low
3,8,4,Solar Flare,845.0,Unknown,181.0,High
3,11,6,Solar Flare,845.0,Unknown,181.0,Medium
17,3,2,Solar Flare,845.0,Unknown,181.0,Low
2,5,3,Solar Flare,845.0,Unknown,181.0,High
11,11,4,Solar Flare,845.0,Unknown,181.0,Low
15,8,5,Solar Flare,845.0,Unknown,181.0,High
8,3,6,Solar Flare,845.0,Unknown,181.0,Medium
16,3,2,Solar Flare,845.0,Unknown,181.0,High
10,1,1,Solar Flare,845.0,Unknown,181.0,Medium
23,3,5,Solar Flare,845.0,Unknown,181.0,Medium
11,12,0,Solar Flare,845.0,Unknown,181.0,Low
13,9,1,Solar Flare,845.0,Unknown,181.0,Medium
1,7,3,Solar Flare,845.0,Unknown,181.0,High
6,2,2,Solar Flare,845.0,Unknown,181.0,High
13,1,6,Solar Flare,845.0,Unknown,181.0,Medium
17,2,5,Solar Flare,845.0,Unknown,181.0,High
18,1,3,Solar Flare,845.0,Unknown,181.0,Low
8,12,5,Solar Flare,845.0,Unknown,181.0,Low
12,7,3,Solar Flare,845.0,Unknown,181.0,Medium
10,7,5,Solar Flare,845.0,Unknown,181.0,Medium
16,3,5,Solar Flare,845.0,Unknown,181.0,Low
9,9,3,Solar Flare,845.0,Unknown,181.0,Low
0,8,1,Solar Flare,845.0,Unknown,181.0,Low
13,12,0,Solar Flare,845.0,Unknown,181.0,High
14,10,0,Solar Flare,845.0,Unknown,181.0,Low
1,2,1,Solar Flare,845.0,Unknown,181.0,Low
7,8,2,Solar Flare,845.0,Unknown,181.0,High
20,9,4,Solar Flare,845.0,Unknown,181.0,Low
10,10,2,Solar Flare,845.0,Unknown,181.0,Medium
23,11,2,Solar Flare,845.0,Unknown,181.0,Medium
14,2,5,Solar Flare,845.0,Unknown,181.0,High
7,9,3,Solar Flare,845.0,Unknown,181.0,Low
15,5,5,Solar Flare,845.0,Unknown,181.0,Medium
2,5,4,Solar Flare,845.0,Unknown,181.0,High
18,3,0,Solar Flare,845.0,Unknown,181.0,Medium
10,6,6,Solar Flare,845.0,Unknown,181.0,Medium
4,7,2,Solar Flare,845.0,Unknown,181.0,Low
9,10,6,Solar Flare,845.0,Unknown,181.0,High
22,5,5,Solar Flare,845.0,Unknown,181.0,High
2,3,5,Solar Flare,845.0,Unknown,181.0,High
19,7,0,Solar Flare,845.0,Unknown,181.0,Low
4,3,6,Solar Flare,845.0,Unknown,181.0,Medium
9,9,2,Solar Wind,762.0,Unknown,181.0,High
18,11,4,Solar Wind,890.0,Unknown,181.0,High
11,9,6,Solar Wind,840.0,Unknown,181.0,High
19,6,5,Solar Wind,551.0,Unknown,181.0,Medium
0,9,1,Solar Wind,401.0,Unknown,181.0,Low
10,1,6,Solar Wind,389.0,Unknown,181.0,Low
11,5,2,Solar Wind,436.0,Unknown,181.0,Low
19,11,3,Solar Wind,568.0,Unknown,181.0,Medium
12,4,1,Solar Wind,686.0,Unknown,181.0,Medium
7,7,5,Solar Wind,323.0,Unknown,181.0,Low
1,6,4,Solar Wind,493.0,Unknown,181.0,Medium
16,8,0,Solar Wind,885.0,Unknown,181.0,High
14,1,0,Solar Wind,538.0,Unknown,181.0,Medium
5,2,5,Solar Wind,759.0,Unknown,181.0,High
15,8,3,Solar Wind,589.0,Unknown,181.0,Medium
8,12,5,Solar Wind,871.0,Unknown,181.0,High
18,6,4,Solar Wind,878.0,Unknown,181.0,High
7,11,4,Solar Wind,558.0,Unknown,181.0,Medium
3,4,5,Solar Wind,777.0,Unknown,181.0,High
22,3,4,Solar Wind,551.0,Unknown,181.0,Medium
17,11,3,Solar Wind,399.0,Unknown,181.0,Low
17,9,4,Solar Wind,331.0,Unknown,181.0,Low
19,3,1,Solar Wind,459.0,Unknown,181.0,Medium
9,12,0,Solar Wind,434.0,Unknown,181.0,Low
3,6,1,Solar Wind,420.0,Unknown,181.0,Low
15,4,0,Solar Wind,582.0,Unknown,181.0,Medium
22,8,4,Solar Wind,876.0,Unknown,181.0,High
17,6,2,Solar Wind,733.0,Unknown,181.0,High
14,1,5,Solar Wind,845.0,Unknown,181.0,High
14,3,6,Solar Wind,754.0,Unknown,181.0,High
5,10,5,Solar Wind,843.0,Unknown,181.0,High
11,7,0,Solar Wind,279.0,Unknown,181.0,Low
4,9,5,Solar Wind,600.0,Unknown,181.0,Medium
22,6,0,Solar Wind,683.0,Unknown,181.0,Medium
14,7,4,Solar Wind,430.0,Unknown,181.0,Low
9,11,6,Solar Wind,563.0,Unknown,181.0,Medium
6,8,2,Solar Wind,278.0,Unknown,181.0,Low
8,11,6,Solar Wind,598.0,Unknown,181.0,Medium
22,6,1,Solar Wind,356.0,Unknown,181.0,Low
19,4,6,Solar Wind,494.0,Unknown,181.0,Medium
3,5,1,Solar Wind,878.0,Unknown,181.0,High
14,2,2,Solar Wind,705.0,Unknown,181.0,High
1,3,5,Solar Wind,720.0,Unknown,181.0,High
13,8,2,Solar Wind,693.0,Unknown,181.0,Medium
22,6,1,Solar Wind,373.0,Unknown,181.0,Low
8,7,2,Solar Wind,444.0,Unknown,181.0,Low
17,9,0,Solar Wind,702.0,Unknown,181.0,High
3,9,3,Solar Wind,873.0,Unknown,181.0,High
0,1,6,Solar Wind,579.0,Unknown,181.0,Medium
13,6,0,Solar Wind,587.0,Unknown,181.0,Medium
2,5,0,Solar Wind,268.0,Unknown,181.0,Low
8,11,1,Solar Wind,402.0,Unknown,181.0,Low
1,3,3,Solar Wind,633.0,Unknown,181.0,Medium
6,2,5,Solar Wind,274.0,Unknown,181.0,Low
6,8,2,Solar Wind,483.0,Unknown,181.0,Medium
9,11,2,Solar Wind,781.0,Unknown,181.0,High
17,9,5,Solar Wind,582.0,Unknown,181.0,Medium
8,12,1,Solar Wind,448.0,Unknown,181.0,Low
6,1,0,Solar Wind,874.0,Unknown,181.0,High
18,12,4,Solar Wind,764.0,Unknown,181.0,High
19,12,2,Solar Wind,622.0,Unknown,181.0,Medium
3,4,5,Solar Wind,866.0,Unknown,181.0,High
8,6,1,Solar Wind,479.0,Unknown,181.0,Medium
20,5,2,Solar Wind,659.0,Unknown,181.0,Medium
4,9,1,Solar Wind,878.0,Unknown,181.0,High
20,7,6,Solar Wind,882.0,Unknown,181.0,High
13,8,5,Solar Wind,816.0,Unknown,181.0,High
2,3,5,Solar Wind,698.0,Unknown,181.0,Medium
13,10,0,Solar Wind,315.0,Unknown,181.0,Low
11,6,0,Solar Wind,355.0,Unknown,181.0,Low
16,2,3,Solar Wind,391.0,Unknown,181.0,Low
17,6,0,Solar Wind,750.0,Unknown,181.0,High
10,3,6,Solar Wind,445.0,Unknown,181.0,Low
12,3,5,Solar Wind,645.0,Unknown,181.0,Medium
19,11,1,Solar Wind,791.0,Unknown,181.0,High
1,12,1,Solar Wind,583.0,Unknown,181.0,Medium
6,5,5,Solar Wind,675.0,Unknown,181.0,Medium
12,10,5,Solar Wind,279.0,Unknown,181.0,Low
8,9,6,Solar Wind,416.0,Unknown,181.0,Low
14,7,6,Solar Wind,687.0,Unknown,181.0,Medium
8,2,0,Solar Wind,403.0,Unknown,181.0,Low
20,7,0,Solar Wind,468.0,Unknown,181.0,Medium
4,5,6,Solar Wind,698.0,Unknown,181.0,Medium
20,11,2,Solar Wind,874.0,Unknown,181.0,High
15,7,5,Solar Wind,716.0,Unknown,181.0,High
12,6,3,Solar Wind,326.0,Unknown,181.0,Low
4,3,5,Solar Wind,252.0,Unknown,181.0,Low
21,4,3,Solar Wind,614.0,Unknown,181.0,Medium
11,5,6,Solar Wind,705.0,Unknown,181.0,High
16,4,1,Solar Wind,870.0,Unknown,181.0,High
9,1,2,Solar Wind,375.0,Unknown,181.0,Low
7,12,4,Solar Wind,562.0,Unknown,181.0,Medium
2,4,6,Solar Wind,414.0,Unknown,181.0,Low
17,5,5,Solar Wind,621.0,Unknown,181.0,Medium
19,8,4,Solar Wind,390.0,Unknown,181.0,Low
11,3,3,Solar Wind,781.0,Unknown,181.0,High
22,11,3,Solar Wind,255.0,Unknown,181.0,Low
1,7,5,Solar Wind,870.0,Unknown,181.0,High
11,9,1,Solar Wind,861.0,Unknown,181.0,High
8,4,5,Solar Wind,644.0,Unknown,181.0,Medium
16,5,3,Solar Wind,453.0,Unknown,181.0,Medium
5,3,6,Solar Wind,873.0,Unknown,181.0,High
8,7,4,Solar Wind,251.0,Unknown,181.0,Low
23,5,0,Solar Wind,276.0,Unknown,181.0,Low
0,5,4,Solar Wind,601.0,Unknown,181.0,Medium
23,5,5,Solar Wind,834.0,Unknown,181.0,High
6,2,2,Solar Wind,873.0,Unknown,181.0,High
5,3,4,Solar Wind,566.0,Unknown,181.0,Medium
6,10,1,Solar Wind,829.0,Unknown,181.0,High
19,9,5,Solar Wind,840.0,Unknown,181.0,High
18,2,1,Solar Wind,654.0,Unknown,181.0,Medium
21,9,1,Solar Wind,719.0,Unknown,181.0,High
1,8,0,Solar Wind,777.0,Unknown,181.0,High
14,11,6,Solar Wind,857.0,Unknown,181.0,High
1,6,6,Solar Wind,677.0,Unknown,181.0,Medium
9,3,5,Solar Wind,895.0,Unknown,181.0,High
18,10,5,Solar Wind,693.0,Unknown,181.0,Medium
11,6,5,Solar Wind,873.0,Unknown,181.0,High
22,12,6,Solar Wind,876.0,Unknown,181.0,High
4,1,6,Solar Wind,690.0,Unknown,181.0,Medium
6,12,1,Solar Wind,389.0,Unknown,181.0,Low
16,10,1,Solar Wind,666.0,Unknown,181.0,Medium
20,10,3,Solar Wind,512.0,Unknown,181.0,Medium
21,2,5,Solar Wind,504.0,Unknown,181.0,Medium
20,8,2,Solar Wind,756.0,Unknown,181.0,High
23,9,3,Solar Wind,659.0,Unknown,181.0,Medium
13,8,6,Solar Wind,782.0,Unknown,181.0,High
4,10,3,Solar Wind,853.0,Unknown,181.0,High
16,11,0,Solar Wind,313.0,Unknown,181.0,Low
9,3,4,Solar Wind,525.0,Unknown,181.0,Medium
4,8,3,Solar Wind,621.0,Unknown,181.0,Medium
3,8,6,Solar Wind,529.0,Unknown,181.0,Medium
18,1,3,Solar Wind,400.0,Unknown,181.0,Low
19,12,6,Solar Wind,834.0,Unknown,181.0,High
10,5,5,Solar Wind,274.0,Unknown,181.0,Low
5,7,3,Solar Wind,444.0,Unknown,181.0,Low
22,1,4,Solar Wind,827.0,Unknown,181.0,High
3,2,0,Solar Wind,431.0,Unknown,181.0,Low
11,5,1,Solar Wind,762.0,Unknown,181.0,High
16,2,0,Solar Wind,284.0,Unknown,181.0,Low
22,8,0,Solar Wind,603.0,Unknown,181.0,Medium
8,3,6,Solar Wind,268.0,Unknown,181.0,Low
23,12,6,Solar Wind,599.0,Unknown,181.0,Medium
23,6,1,Solar Wind,409.0,Unknown,181.0,Low
16,2,6,Solar Wind,423.0,Unknown,181.0,Low
5,6,1,Solar Wind,696.0,Unknown,181.0,Medium
4,7,0,Solar Wind,620.0,Unknown,181.0,Medium
10,3,3,Solar Wind,766.0,Unknown,181.0,High
12,4,0,Solar Wind,629.0,Unknown,181.0,Medium
7,1,4,Solar Wind,884.0,Unknown,181.0,High
22,10,5,Solar Wind,651.0,Unknown,181.0,Medium
7,1,6,Solar Wind,842.0,Unknown,181.0,High
13,6,6,Solar Wind,848.0,Unknown,181.0,High
23,12,6,Solar Wind,499.0,Unknown,181.0,Medium
6,12,5,Solar Wind,556.0,Unknown,181.0,Medium
12,9,3,Solar Wind,589.0,Unknown,181.0,Medium
14,5,4,Solar Wind,796.0,Unknown,181.0,High
12,7,0,Solar Wind,307.0,Unknown,181.0,Low
21,5,5,Solar Wind,568.0,Unknown,181.0,Medium
14,1,0,Solar Wind,518.0,Unknown,181.0,Medium
3,3,3,Solar Wind,653.0,Unknown,181.0,Medium
13,6,1,Solar Wind,603.0,Unknown,181.0,Medium
18,10,3,Solar Wind,790.0,Unknown,181.0,High
9,3,3,Solar Wind,859.0,Unknown,181.0,High
14,11,5,Solar Wind,639.0,Unknown,181.0,Medium
20,8,4,Solar Wind,839.0,Unknown,181.0,High
6,11,0,Solar Wind,576.0,Unknown,181.0,Medium
17,9,4,Solar Wind,667.0,Unknown,181.0,Medium
17,1,6,Solar Wind,708.0,Unknown,181.0,High
11,12,6,Solar Wind,811.0,Unknown,181.0,High
21,9,1,Solar Wind,596.0,Unknown,181.0,Medium
22,11,6,Solar Wind,267.0,Unknown,181.0,Low
16,11,6,Solar Wind,259.0,Unknown,181.0,Low
18,7,2,Solar Wind,869.0,Unknown,181.0,High
0,2,3,Solar Wind,568.0,Unknown,181.0,Medium
14,5,1,Solar Wind,739.0,Unknown,181.0,High
2,11,4,Solar Wind,336.0,Unknown,181.0,Low
9,2,3,Solar Wind,413.0,Unknown,181.0,Low
4,11,2,Solar Wind,549.0,Unknown,181.0,Medium
19,1,5,Solar Wind,600.0,Unknown,181.0,Medium
14,11,6,Solar Wind,374.0,Unknown,181.0,Low
12,4,0,Solar Wind,554.0,Unknown,181.0,Medium
12,12,5,Solar Wind,522.0,Unknown,181.0,Medium
22,10,1,Solar Wind,492.0,Unknown,181.0,Medium
8,6,6,Solar Wind,803.0,Unknown,181.0,High
8,8,0,Solar Wind,464.0,Unknown,181.0,Medium
22,3,3,Solar Wind,776.0,Unknown,181.0,High
8,3,6,Solar Wind,617.0,Unknown,181.0,Medium
3,2,2,Solar Wind,852.0,Unknown,181.0,High
3,8,0,Solar Wind,544.0,Unknown,181.0,Medium
16,1,0,Solar Wind,589.0,Unknown,181.0,Medium
6,5,1,Solar Wind,457.0,Unknown,181.0,Medium
2,6,3,Solar Wind,741.0,Unknown,181.0,High
15,5,2,Solar Wind,413.0,Unknown,181.0,Low
4,7,0,Solar Wind,843.0,Unknown,181.0,High
3,8,3,Solar Wind,771.0,Unknown,181.0,High
23,7,6,Solar Wind,330.0,Unknown,181.0,Low
14,9,1,Solar Wind,691.0,Unknown,181.0,Medium
2,3,4,Solar Wind,786.0,Unknown,181.0,High
13,9,3,Solar Wind,818.0,Unknown,181.0,High
15,12,0,Solar Wind,811.0,Unknown,181.0,High
18,3,3,Solar Wind,371.0,Unknown,181.0,Low
12,2,6,Solar Wind,581.0,Unknown,181.0,Medium
15,6,4,Solar Wind,571.0,Unknown,181.0,Medium
23,7,5,Solar Wind,523.0,Unknown,181.0,Medium
15,12,5,Solar Wind,891.0,Unknown,181.0,High
20,8,2,Solar Wind,705.0,Unknown,181.0,High
12,5,5,Solar Wind,851.0,Unknown,181.0,High
19,10,2,Solar Wind,452.0,Unknown,181.0,Medium
18,5,3,Solar Wind,381.0,Unknown,181.0,Low
2,2,4,Solar Wind,589.0,Unknown,181.0,Medium
4,8,4,Solar Wind,644.0,Unknown,181.0,Medium
17,10,3,Solar Wind,505.0,Unknown,181.0,Medium
13,4,6,Solar Wind,379.0,Unknown,181.0,Low
3,1,5,Solar Wind,608.0,Unknown,181.0,Medium
16,10,6,Solar Wind,691.0,Unknown,181.0,Medium
20,6,3,Solar Wind,689.0,Unknown,181.0,Medium
12,1,3,Solar Wind,699.0,Unknown,181.0,Medium
13,3,0,Solar Wind,759.0,Unknown,181.0,High
0,9,2,Solar Wind,585.0,Unknown,181.0,Medium
16,8,4,Solar Wind,810.0,Unknown,181.0,High
3,6,1,Solar Wind,258.0,Unknown,181.0,Low
3,9,1,Solar Wind,554.0,Unknown,181.0,Medium
8,4,1,Solar Wind,451.0,Unknown,181.0,Medium
17,6,4,Solar Wind,519.0,Unknown,181.0,Medium
5,5,2,Solar Wind,817.0,Unknown,181.0,High
2,2,0,Solar Wind,405.0,Unknown,181.0,Low
19,11,3,Solar Wind,672.0,Unknown,181.0,Medium
18,3,3,Solar Wind,771.0,Unknown,181.0,High
7,1,4,Solar Wind,727.0,Unknown,181.0,High
14,6,4,Solar Wind,255.0,Unknown,181.0,Low
11,1,3,Solar Wind,557.0,Unknown,181.0,Medium
5,12,6,Solar Wind,631.0,Unknown,181.0,Medium
8,12,1,Solar Wind,590.0,Unknown,181.0,Medium
3,2,1,Solar Wind,783.0,Unknown,181.0,High
4,4,1,Solar Wind,757.0,Unknown,181.0,High
8,10,3,Solar Wind,841.0,Unknown,181.0,High
7,5,4,Solar Wind,544.0,Unknown,181.0,Medium
10,4,5,Solar Wind,369.0,Unknown,181.0,Low
22,1,6,Solar Wind,547.0,Unknown,181.0,Medium
0,5,0,Solar Wind,719.0,Unknown,181.0,High
1,5,1,Solar Wind,359.0,Unknown,181.0,Low
20,12,2,Solar Wind,408.0,Unknown,181.0,Low
21,4,6,Solar Wind,826.0,Unknown,181.0,High
16,3,5,Solar Wind,475.0,Unknown,181.0,Medium
4,9,3,Solar Wind,541.0,Unknown,181.0,Medium
8,3,5,Solar Wind,589.0,Unknown,181.0,Medium
7,10,4,Solar Wind,680.0,Unknown,181.0,Medium
2,2,5,Solar Wind,859.0,Unknown,181.0,High
0,8,3,Solar Wind,883.0,Unknown,181.0,High
17,5,5,Solar Wind,599.0,Unknown,181.0,Medium
14,9,1,Solar Wind,270.0,Unknown,181.0,Low
22,9,6,Solar Wind,444.0,Unknown,181.0,Low
21,3,4,Solar Wind,653.0,Unknown,181.0,Medium
20,3,1,Solar Wind,812.0,Unknown,181.0,High
8,10,5,Solar Wind,736.0,Unknown,181.0,High
0,2,5,Solar Wind,432.0,Unknown,181.0,Low
5,3,5,Solar Wind,367.0,Unknown,181.0,Low
15,10,5,Solar Wind,359.0,Unknown,181.0,Low
15,11,2,Solar Wind,466.0,Unknown,181.0,Medium
19,4,6,Solar Wind,304.0,Unknown,181.0,Low
21,8,2,Solar Wind,519.0,Unknown,181.0,Medium
19,4,6,Solar Wind,469.0,Unknown,181.0,Medium
17,7,2,Solar Wind,300.0,Unknown,181.0,Low
20,6,2,Solar Wind,321.0,Unknown,181.0,Low
20,2,3,Solar Wind,334.0,Unknown,181.0,Low
9,8,5,Solar Wind,265.0,Unknown,181.0,Low
1,11,3,Solar Wind,875.0,Unknown,181.0,High
23,2,0,Solar Wind,332.0,Unknown,181.0,Low
17,12,1,Solar Wind,389.0,Unknown,181.0,Low
18,8,5,Solar Wind,312.0,Unknown,181.0,Low
1,9,0,Solar Wind,718.0,Unknown,181.0,High
2,10,0,Solar Wind,501.0,Unknown,181.0,Medium
7,3,0,Solar Wind,573.0,Unknown,181.0,Medium
0,5,2,Solar Wind,779.0,Unknown,181.0,High
15,2,4,Solar Wind,647.0,Unknown,181.0,Medium
18,6,4,Solar Wind,891.0,Unknown,181.0,High
1,2,5,Solar Wind,478.0,Unknown,181.0,Medium
11,9,6,Solar Wind,688.0,Unknown,181.0,Medium
10,4,2,Solar Wind,821.0,Unknown,181.0,High
1,11,5,Solar Wind,499.0,Unknown,181.0,Medium
3,9,4,Solar Wind,323.0,Unknown,181.0,Low
22,12,5,Solar Wind,307.0,Unknown,181.0,Low
5,3,4,Solar Wind,759.0,Unknown,181.0,High
20,6,1,Solar Wind,272.0,Unknown,181.0,Low
17,5,3,Solar Wind,825.0,Unknown,181.0,High
21,11,5,Solar Wind,862.0,Unknown,181.0,High
19,11,0,Solar Wind,813.0,Unknown,181.0,High
0,7,1,Solar Wind,467.0,Unknown,181.0,Medium
22,7,6,Solar Wind,530.0,Unknown,181.0,Medium
6,3,4,Solar Wind,538.0,Unknown,181.0,Medium
2,7,6,Solar Wind,899.0,Unknown,181.0,High
3,4,6,Solar Wind,706.0,Unknown,181.0,High
13,12,4,Solar Wind,805.0,Unknown,181.0,High
19,8,0,Solar Wind,545.0,Unknown,181.0,Medium
1,11,3,Solar Wind,834.0,Unknown,181.0,High
21,12,6,Solar Wind,591.0,Unknown,181.0,Medium
12,5,1,Solar Wind,567.0,Unknown,181.0,Medium
4,2,0,Solar Wind,623.0,Unknown,181.0,Medium
16,12,4,Solar Wind,411.0,Unknown,181.0,Low
20,4,2,Solar Wind,506.0,Unknown,181.0,Medium
0,9,1,Solar Wind,321.0,Unknown,181.0,Low
19,1,0,Solar Wind,268.0,Unknown,181.0,Low
22,6,2,Solar Wind,680.0,Unknown,181.0,Medium
18,4,2,Solar Wind,272.0,Unknown,181.0,Low
10,2,6,Solar Wind,711.0,Unknown,181.0,High
8,8,4,Solar Wind,726.0,Unknown,181.0,High
10,6,4,Solar Wind,869.0,Unknown,181.0,High
2,6,3,Solar Wind,336.0,Unknown,181.0,Low
14,10,4,Solar Wind,697.0,Unknown,181.0,Medium
6,10,2,Solar Wind,280.0,Unknown,181.0,Low
15,7,6,Solar Wind,764.0,Unknown,181.0,High
9,3,2,Solar Wind,893.0,Unknown,181.0,High
1,9,5,Solar Wind,718.0,Unknown,181.0,High
8,7,5,Solar Wind,796.0,Unknown,181.0,High
13,8,6,Solar Wind,522.0,Unknown,181.0,Medium
17,10,6,Solar Wind,366.0,Unknown,181.0,Low
16,7,6,Solar Wind,629.0,Unknown,181.0,Medium
22,6,1,Solar Wind,582.0,Unknown,181.0,Medium
23,7,1,Solar Wind,769.0,Unknown,181.0,High
8,4,4,Solar Wind,885.0,Unknown,181.0,High
12,9,0,Solar Wind,573.0,Unknown,181.0,Medium
18,11,4,Solar Wind,597.0,Unknown,181.0,Medium
7,1,0,Solar Wind,410.0,Unknown,181.0,Low
23,6,0,Solar Wind,861.0,Unknown,181.0,High
10,3,6,Solar Wind,680.0,Unknown,181.0,Medium
3,12,5,Solar Wind,656.0,Unknown,181.0,Medium
20,5,1,Solar Wind,643.0,Unknown,181.0,Medium
10,3,1,Solar Wind,252.0,Unknown,181.0,Low
3,5,5,Solar Wind,860.0,Unknown,181.0,High
3,11,1,Solar Wind,515.0,Unknown,181.0,Medium
3,9,6,Solar Wind,373.0,Unknown,181.0,Low
18,10,2,Solar Wind,556.0,Unknown,181.0,Medium
15,7,1,Solar Wind,585.0,Unknown,181.0,Medium
22,12,6,Solar Wind,605.0,Unknown,181.0,Medium
14,4,6,Solar Wind,735.0,Unknown,181.0,High
12,10,3,Solar Wind,322.0,Unknown,181.0,Low
13,1,0,Solar Wind,711.0,Unknown,181.0,High
8,9,5,Solar Wind,830.0,Unknown,181.0,High
0,8,2,Solar Wind,864.0,Unknown,181.0,High
12,9,4,Solar Wind,397.0,Unknown,181.0,Low
10,10,0,Solar Wind,295.0,Unknown,181.0,Low
22,5,5,Solar Wind,889.0,Unknown,181.0,High
13,4,4,Solar Wind,543.0,Unknown,181.0,Medium
20,6,2,Solar Wind,881.0,Unknown,181.0,High
19,5,6,Solar Wind,686.0,Unknown,181.0,Medium
21,11,1,Solar Wind,532.0,Unknown,181.0,Medium
7,4,4,Solar Wind,611.0,Unknown,181.0,Medium
9,8,1,Solar Wind,748.0,Unknown,181.0,High
20,6,1,Solar Wind,739.0,Unknown,181.0,High
10,8,1,Solar Wind,770.0,Unknown,181.0,High
1,5,0,Solar Wind,693.0,Unknown,181.0,Medium
6,3,2,Solar Wind,459.0,Unknown,181.0,Medium
13,7,2,Solar Wind,280.0,Unknown,181.0,Low
12,6,1,Solar Wind,380.0,Unknown,181.0,Low
22,1,1,Solar Wind,893.0,Unknown,181.0,High
10,4,6,Solar Wind,276.0,Unknown,181.0,Low
13,11,1,Solar Wind,844.0,Unknown,181.0,High
10,11,4,Solar Wind,501.0,Unknown,181.0,Medium
1,2,1,Solar Wind,292.0,Unknown,181.0,Low
16,3,6,Solar Wind,625.0,Unknown,181.0,Medium
15,12,6,Solar Wind,748.0,Unknown,181.0,High
16,3,2,Solar Wind,286.0,Unknown,181.0,Low
16,11,6,Solar Wind,563.0,Unknown,181.0,Medium
16,11,0,Solar Wind,669.0,Unknown,181.0,Medium
4,3,0,Solar Wind,297.0,Unknown,181.0,Low
7,8,2,Solar Wind,300.0,Unknown,181.0,Low
9,3,3,Solar Wind,389.0,Unknown,181.0,Low
3,7,6,Solar Wind,527.0,Unknown,181.0,Medium
11,8,2,Solar Wind,682.0,Unknown,181.0,Medium
18,3,6,Solar Wind,275.0,Unknown,181.0,Low
6,12,3,Solar Wind,436.0,Unknown,181.0,Low
2,1,5,Solar Wind,728.0,Unknown,181.0,High
20,3,1,Solar Wind,796.0,Unknown,181.0,High
21,12,6,Solar Wind,696.0,Unknown,181.0,Medium
5,9,4,Solar Wind,789.0,Unknown,181.0,High
18,4,6,Solar Wind,395.0,Unknown,181.0,Low
23,1,5,Solar Wind,882.0,Unknown,181.0,High
11,3,4,Solar Wind,430.0,Unknown,181.0,Low
19,12,4,Solar Wind,740.0,Unknown,181.0,High
22,5,4,Solar Wind,757.0,Unknown,181.0,High
17,1,1,Solar Wind,464.0,Unknown,181.0,Medium
12,2,5,Solar Wind,653.0,Unknown,181.0,Medium
11,9,0,Solar Wind,815.0,Unknown,181.0,High
7,3,2,Solar Wind,672.0,Unknown,181.0,Medium
6,4,5,Solar Wind,799.0,Unknown,181.0,High
12,1,6,Solar Wind,266.0,Unknown,181.0,Low
17,11,2,Solar Wind,597.0,Unknown,181.0,Medium
5,12,2,Solar Wind,471.0,Unknown,181.0,Medium
9,4,2,Solar Wind,828.0,Unknown,181.0,High
21,11,6,Solar Wind,293.0,Unknown,181.0,Low
3,1,3,Solar Wind,300.0,Unknown,181.0,Low
10,11,4,Solar Wind,787.0,Unknown,181.0,High
18,3,2,Solar Wind,258.0,Unknown,181.0,Low
19,4,3,Solar Wind,807.0,Unknown,181.0,High
18,1,1,Solar Wind,502.0,Unknown,181.0,Medium
0,3,3,Solar Wind,316.0,Unknown,181.0,Low
23,5,4,Solar Wind,816.0,Unknown,181.0,High
12,4,6,Solar Wind,465.0,Unknown,181.0,Medium
0,1,5,Solar Wind,525.0,Unknown,181.0,Medium
13,11,1,Solar Wind,643.0,Unknown,181.0,Medium
8,3,5,Solar Wind,418.0,Unknown,181.0,Low
15,9,5,Solar Wind,734.0,Unknown,181.0,High
19,7,6,Solar Wind,543.0,Unknown,181.0,Medium
0,4,5,Solar Wind,255.0,Unknown,181.0,Low
11,11,4,Solar Wind,402.0,Unknown,181.0,Low
15,7,1,Solar Wind,695.0,Unknown,181.0,Medium
3,8,3,Solar Wind,735.0,Unknown,181.0,High
9,2,3,Solar Wind,694.0,Unknown,181.0,Medium
4,3,1,Solar Wind,724.0,Unknown,181.0,High
6,5,3,Solar Wind,823.0,Unknown,181.0,High
11,8,3,Solar Wind,843.0,Unknown,181.0,High
11,7,2,Solar Wind,545.0,Unknown,181.0,Medium
5,8,5,Solar Wind,332.0,Unknown,181.0,Low
6,5,5,Solar Wind,823.0,Unknown,181.0,High
4,9,1,Solar Wind,689.0,Unknown,181.0,Medium
22,6,2,Solar Wind,873.0,Unknown,181.0,High
5,12,4,Solar Wind,480.0,Unknown,181.0,Medium
6,6,1,Solar Wind,574.0,Unknown,181.0,Medium
23,11,3,Solar Wind,692.0,Unknown,181.0,Medium
11,4,3,Solar Wind,712.0,Unknown,181.0,High
